,Name,Publisher,Year_of_Release,Game_Age,Genre,Platform,Platform_Launch_Year,Game_released_xYears_after_Platform,Platform_Death,Years_since_Platform_Discontinued,Platform_Lifespan,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8277,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010,6,Action,PS3,2006,4,2016,0,10,0.14,0.01,0.0,0.02,0.17
8278,Green Lantern: Rise of the Manhunters,Warner Bros. Interactive Entertainment,2011,5,Action,PS3,2006,5,2016,0,10,0.09,0.05,0.0,0.02,0.17
8279,Street Fighter Alpha 2,Nintendo,1996,20,Fighting,SNES,1990,6,2003,13,13,0.0,0.0,0.17,0.0,0.17
8280,25 to Life,Eidos Interactive,2006,10,Shooter,XB,2001,5,2009,7,8,0.12,0.04,0.0,0.01,0.17
8281,Squeeballs Party,Other,2009,7,Puzzle,DS,2004,5,2013,3,9,0.15,0.0,0.0,0.01,0.17
8282,Naval Assault: The Killing Tide,505 Games,2010,6,Simulation,X360,2005,5,2016,0,11,0.08,0.07,0.0,0.02,0.17
8283,NASCAR '15,Deep Silver,2015,1,Sports,X360,2005,10,2016,0,11,0.15,0.0,0.0,0.02,0.17
8284,NCAA Basketball 09,Electronic Arts,2008,8,Sports,PS3,2006,2,2016,0,10,0.15,0.0,0.0,0.01,0.17
8285,Sega Superstars,Sega,2004,12,Misc,PS2,2000,4,2013,3,13,0.08,0.06,0.0,0.02,0.17
8286,MLB 11: The Show,Sony Computer Entertainment,2011,5,Sports,PSP,2004,7,2014,2,10,0.15,0.0,0.0,0.02,0.17
8287,Bomberman Land,Other,2007,9,Misc,Wii,2006,1,2016,0,10,0.11,0.01,0.03,0.01,0.17
8288,Ringling Bros. and Barnum & Bailey: Circus Friends,Take-Two Interactive,2009,7,Action,DS,2004,5,2013,3,9,0.15,0.0,0.0,0.01,0.17
8289,Midway Arcade Treasures,Midway Games,2003,13,Misc,GC,2001,2,2007,9,6,0.13,0.03,0.0,0.0,0.17
8290,Leisure Suit Larry: Magna Cum Laude,Vivendi Games,2004,12,Adventure,XB,2001,3,2009,7,8,0.12,0.04,0.0,0.01,0.17
8291,Mousetrap / Operation / Simon,Other,2005,11,Misc,GBA,2001,4,2010,6,9,0.12,0.04,0.0,0.0,0.17
8292,Pac-Man World 3,Namco Bandai Games,2005,11,Platform,DS,2004,1,2013,3,9,0.15,0.0,0.0,0.01,0.17
8293,Shawn Johnson Gymnastics,Other,2010,6,Sports,Wii,2006,4,2016,0,10,0.16,0.0,0.0,0.01,0.17
8294,NBA 09: The Inside,Sony Computer Entertainment,2008,8,Sports,PS2,2000,8,2013,3,13,0.08,0.06,0.0,0.02,0.17
8295,One Piece: Pirate Warriors 3,Namco Bandai Games,2015,1,Action,PSV,2011,4,2016,0,5,0.0,0.03,0.13,0.01,0.17
8296,Jikkyou Powerful Pro Yakyuu 2014,Konami Digital Entertainment,2014,2,Sports,PS3,2006,8,2016,0,10,0.0,0.0,0.17,0.0,0.17
8297,Resident Evil,Capcom,1997,19,Action,SAT,1994,3,2000,16,6,0.0,0.0,0.17,0.0,0.17
8298,TOEIC Test Training DS,Other,2007,9,Misc,DS,2004,3,2013,3,9,0.0,0.0,0.17,0.0,0.17
8299,Itoi Shigesato no Bass Tsuri No. 1,Nintendo,1997,19,Sports,SNES,1990,7,2003,13,13,0.0,0.0,0.17,0.0,0.17
8300,ZhuZhu Puppies,Activision,2011,5,Simulation,DS,2004,7,2013,3,9,0.12,0.03,0.0,0.01,0.17
8301,Cubivore: Survival of the Fittest,Nintendo,2002,14,Adventure,GC,2001,1,2007,9,6,0.01,0.0,0.15,0.0,0.17
8302,7th Dragon III Code: VFD,Sega,2015,1,Role-Playing,3DS,2011,4,2016,0,5,0.04,0.0,0.12,0.0,0.17
8303,FlatOut,Other,2004,12,Racing,XB,2001,3,2009,7,8,0.12,0.04,0.0,0.01,0.17
8304,Chaotic: Shadow Warriors,Activision,2009,7,Action,PS3,2006,3,2016,0,10,0.15,0.0,0.0,0.02,0.17
8305,Mr. Do!'s Castle,Other,1983,33,Action,2600,1977,6,1992,24,15,0.15,0.01,0.0,0.0,0.17
8306,Death Trap,Other,1982,34,Action,2600,1977,5,1992,24,15,0.15,0.01,0.0,0.0,0.17
8307,Armor Ambush,Other,1981,35,Action,2600,1977,4,1992,24,15,0.15,0.01,0.0,0.0,0.17
8308,Parodius,Konami Digital Entertainment,1995,21,Shooter,SAT,1994,1,2000,16,6,0.0,0.0,0.16,0.0,0.17
8309,Easy Piano,Other,2009,7,Misc,DS,2004,5,2013,3,9,0.04,0.11,0.0,0.02,0.16
8310,Blood Bowl,Other,2009,7,Sports,X360,2005,4,2016,0,11,0.13,0.02,0.0,0.01,0.16
8311,Taz Wanted,Atari,2002,14,Platform,PS2,2000,2,2013,3,13,0.08,0.06,0.0,0.02,0.16
8312,Far Cry: Primal,Ubisoft,2016,0,Action,PC,1977,39,2016,0,39,0.04,0.11,0.0,0.01,0.16
8313,Sid Meier's Civilization IV,Take-Two Interactive,2005,11,Strategy,PC,1977,28,2016,0,39,0.02,0.12,0.0,0.03,0.16
8314,Zoo Keeper,Other,2004,12,Puzzle,DS,2004,0,2013,3,9,0.1,0.01,0.05,0.01,0.16
8315,Phantasy Star Online 2,Sega,2013,3,Role-Playing,PSV,2011,2,2016,0,5,0.0,0.0,0.16,0.0,0.16
8316,Vehicular Combat League presents Motor Mayhem,Atari,2001,15,Racing,PS2,2000,1,2013,3,13,0.08,0.06,0.0,0.02,0.16
8317,Chuck E. Cheese's Party Games,Other,2010,6,Misc,Wii,2006,4,2016,0,10,0.15,0.0,0.0,0.01,0.16
8318,Pursuit Force,Sony Computer Entertainment,2005,11,Racing,PSP,2004,1,2014,2,10,0.14,0.01,0.0,0.01,0.16
8319,PoPoLoCrois: Hajimari no Bouken,Sony Computer Entertainment,2002,14,Role-Playing,PS2,2000,2,2013,3,13,0.0,0.0,0.16,0.0,0.16
8320,Star Wars: Super Bombad Racing,Other,2001,15,Racing,PS2,2000,1,2013,3,13,0.08,0.06,0.0,0.02,0.16
8321,TransFormers Animated: The Game,Activision,2008,8,Action,DS,2004,4,2013,3,9,0.15,0.0,0.0,0.01,0.16
8322,Hamster Heroes,Other,2008,8,Puzzle,Wii,2006,2,2016,0,10,0.16,0.0,0.0,0.0,0.16
8323,Hot Wheels Velocity X,THQ,2002,14,Racing,GBA,2001,1,2010,6,9,0.12,0.04,0.0,0.0,0.16
8324,Driver: San Francisco,Ubisoft,2011,5,Racing,Wii,2006,5,2016,0,10,0.06,0.09,0.0,0.02,0.16
8325,Alien Resurrection,Other,2000,16,Shooter,PS,1994,6,2000,16,6,0.09,0.06,0.0,0.01,0.16
8326,World Tour Soccer 2005,Sony Computer Entertainment,2004,12,Sports,PS2,2000,4,2013,3,13,0.08,0.06,0.0,0.02,0.16
8327,Disney Friends,Disney Interactive Studios,2007,9,Simulation,DS,2004,3,2013,3,9,0.12,0.03,0.0,0.01,0.16
8328,ESPN College Hoops,Sega,2003,13,Sports,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8329,Dengeki Bunko Fighting Climax,Sega,2014,2,Fighting,PS3,2006,8,2016,0,10,0.05,0.0,0.09,0.01,0.16
8330,F1 Championship Season 2000,Electronic Arts,2000,16,Racing,PS2,2000,0,2013,3,13,0.06,0.05,0.03,0.02,0.16
8331,Leisure Suit Larry: Box Office Bust,Codemasters,2009,7,Adventure,X360,2005,4,2016,0,11,0.14,0.01,0.0,0.01,0.16
8332,Pen 1 Grand Prix: Penguin no Mondai Special,Konami Digital Entertainment,2009,7,Fighting,DS,2004,5,2013,3,9,0.0,0.0,0.16,0.0,0.16
8333,Robotech: Battlecry,Other,2002,14,Shooter,GC,2001,1,2007,9,6,0.13,0.03,0.0,0.0,0.16
8334,Zapper: One Wicked Cricket!,Other,2002,14,Platform,PS2,2000,2,2013,3,13,0.08,0.06,0.0,0.02,0.16
8335,Bomberman Land,Other,2000,16,Misc,PS,1994,6,2000,16,6,0.0,0.0,0.15,0.01,0.16
8336,Clash of the Titans,Namco Bandai Games,2010,6,Action,X360,2005,5,2016,0,11,0.08,0.06,0.0,0.02,0.16
8337,Pro Evolution Soccer 2014,Konami Digital Entertainment,2013,3,Action,PSP,2004,9,2014,2,10,0.0,0.02,0.14,0.0,0.16
8338,Paws & Claws: Pet Resort,THQ,2006,10,Simulation,GBA,2001,5,2010,6,9,0.12,0.04,0.0,0.0,0.16
8339,Kya: Dark Lineage,Atari,2003,13,Adventure,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8340,Mirror's Edge Catalyst,Electronic Arts,2016,0,Platform,XOne,2013,3,2016,0,3,0.09,0.06,0.0,0.01,0.16
8341,Curious George,Namco Bandai Games,2006,10,Action,GBA,2001,5,2010,6,9,0.12,0.04,0.0,0.0,0.16
8342,Lethal Skies II,Other,2003,13,Simulation,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8343,F1 2011,Codemasters,2011,5,Racing,3DS,2011,0,2016,0,5,0.07,0.08,0.0,0.02,0.16
8344,Kamaitachi no Yoru × 3,Sega,2006,10,Adventure,PS2,2000,6,2013,3,13,0.0,0.0,0.16,0.0,0.16
8345,Guilty Gear Judgment,Other,2006,10,Fighting,PSP,2004,2,2014,2,10,0.13,0.0,0.02,0.01,0.16
8346,Tom and Jerry: Infurnal Escape,Ubisoft,2003,13,Action,GBA,2001,2,2010,6,9,0.12,0.04,0.0,0.0,0.16
8347,NCAA Football 09 All-Play,Electronic Arts,2008,8,Sports,Wii,2006,2,2016,0,10,0.15,0.0,0.0,0.01,0.16
8348,The Legend of Heroes VII: The Trail of Zero,Other,2010,6,Role-Playing,PSP,2004,6,2014,2,10,0.0,0.0,0.16,0.0,0.16
8349,Doctor Lautrec and the Forgotten Knights,Konami Digital Entertainment,2011,5,Adventure,3DS,2011,0,2016,0,5,0.07,0.05,0.03,0.01,0.16
8350,King's Field,Sony Computer Entertainment,1995,21,Role-Playing,PS,1994,1,2000,16,6,0.09,0.06,0.0,0.01,0.16
8351,Let's Ride: Sunshine Stables,Other,2005,11,Sports,GBA,2001,4,2010,6,9,0.12,0.04,0.0,0.0,0.16
8352,World Stadium 4,Namco Bandai Games,2000,16,Sports,PS,1994,6,2000,16,6,0.0,0.0,0.15,0.01,0.16
8353,Disney's American Dragon Jake Long: Attack of the Dark Dragon,Disney Interactive Studios,2006,10,Action,DS,2004,2,2013,3,9,0.15,0.0,0.0,0.01,0.16
8354,Midway Arcade Treasures 2,Midway Games,2004,12,Misc,GC,2001,3,2007,9,6,0.13,0.03,0.0,0.0,0.16
8355,Hot Wheels World Race,THQ,2003,13,Racing,GC,2001,2,2007,9,6,0.13,0.03,0.0,0.0,0.16
8356,San Goku Shi Taisen DS,Sega,2007,9,Strategy,DS,2004,3,2013,3,9,0.0,0.0,0.16,0.0,0.16
8357,Monster Jam,Activision,2007,9,Racing,Wii,2006,1,2016,0,10,0.15,0.0,0.0,0.01,0.16
8358,Kawa no Nushi Tsuri,Other,1998,18,Sports,PS,1994,4,2000,16,6,0.0,0.0,0.15,0.01,0.16
8359,Castlevania Judgment,Konami Digital Entertainment,2008,8,Fighting,Wii,2006,2,2016,0,10,0.12,0.02,0.01,0.01,0.16
8360,Magic: The Gathering - Battlegrounds,Atari,2003,13,Strategy,XB,2001,2,2009,7,8,0.12,0.03,0.0,0.01,0.16
8361,N2O: Nitrous Oxide,Other,1998,18,Racing,PS,1994,4,2000,16,6,0.09,0.06,0.0,0.01,0.16
8362,Dancing With The Stars,Activision,2007,9,Misc,PS2,2000,7,2013,3,13,0.08,0.06,0.0,0.02,0.16
8363,Apache: Air Assault,Activision,2010,6,Simulation,X360,2005,5,2016,0,11,0.12,0.03,0.0,0.01,0.16
8364,Aliens: Infestation,Sega,2011,5,Action,DS,2004,7,2013,3,9,0.09,0.05,0.0,0.02,0.16
8365,Return to PopoloCrois: A Story of Seasons Fairytale,Other,2015,1,Simulation,3DS,2011,4,2016,0,5,0.05,0.0,0.1,0.01,0.16
8366,Angry Birds Trilogy,Activision,2012,4,Action,PS3,2006,6,2016,0,10,0.12,0.02,0.0,0.03,0.16
8367,Otogirisou,Other,1992,24,Adventure,SNES,1990,2,2003,13,13,0.0,0.0,0.16,0.0,0.16
8368,SD Gundam G Generation 3D,Namco Bandai Games,2011,5,Role-Playing,3DS,2011,0,2016,0,5,0.0,0.0,0.16,0.0,0.16
8369,Crash Tag Team Racing,Vivendi Games,2005,11,Racing,GC,2001,4,2007,9,6,0.12,0.03,0.0,0.0,0.16
8370,El Shaddai: Ascension of the Metatron,Other,2011,5,Action,X360,2005,6,2016,0,11,0.07,0.05,0.03,0.01,0.16
8371,NPPL: Championship Paintball 2009,Other,2008,8,Shooter,PS3,2006,2,2016,0,10,0.15,0.0,0.0,0.01,0.16
8372,True Swing Golf,Nintendo,2005,11,Sports,DS,2004,1,2013,3,9,0.11,0.0,0.04,0.01,0.16
8373,TimeSplitters: Future Perfect,Electronic Arts,2005,11,Shooter,XB,2001,4,2009,7,8,0.12,0.03,0.0,0.01,0.16
8374,Hannah Montana: Rock Out the Show,Disney Interactive Studios,2009,7,Misc,PSP,2004,5,2014,2,10,0.13,0.01,0.0,0.02,0.16
8375,Zoo Hospital,Other,2008,8,Simulation,Wii,2006,2,2016,0,10,0.14,0.01,0.0,0.01,0.16
8376,Family Feud Decades,Ubisoft,2010,6,Misc,Wii,2006,4,2016,0,10,0.15,0.0,0.0,0.01,0.16
8377,Midway Arcade Treasures 3,Midway Games,2005,11,Misc,PS2,2000,5,2013,3,13,0.08,0.06,0.0,0.02,0.16
8378,Goosebumps HorrorLand,Other,2008,8,Adventure,Wii,2006,2,2016,0,10,0.15,0.0,0.0,0.01,0.16
8379,Dr. Muto,Midway Games,2002,14,Platform,PS2,2000,2,2013,3,13,0.08,0.06,0.0,0.02,0.16
8380,Thrillville: Off the Rails,Other,2007,9,Strategy,X360,2005,2,2016,0,11,0.13,0.02,0.0,0.01,0.16
8381,DS Rakubiki Jiten,Nintendo,2005,11,Misc,DS,2004,1,2013,3,9,0.0,0.0,0.16,0.0,0.16
8382,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,2005,11,Adventure,PS2,2000,5,2013,3,13,0.08,0.06,0.0,0.02,0.16
8383,Fatal Frame II: Crimson Butterfly,Ubisoft,2003,13,Action,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8384,Murdered: Soul Suspect,Square Enix,2014,2,Action,XOne,2013,1,2016,0,3,0.08,0.07,0.0,0.01,0.16
8385,Shadow Man: 2econd Coming,Acclaim Entertainment,2002,14,Adventure,PS2,2000,2,2013,3,13,0.08,0.06,0.0,0.02,0.16
8386,Yu-Gi-Oh! 5D's Tag Force 6,Konami Digital Entertainment,2011,5,Strategy,PSP,2004,7,2014,2,10,0.0,0.0,0.16,0.0,0.16
8387,Dynasty Warriors 4,Tecmo Koei,2003,13,Action,XB,2001,2,2009,7,8,0.12,0.03,0.0,0.01,0.16
8388,Warriors Orochi 3,Other,2011,5,Action,X360,2005,6,2016,0,11,0.09,0.03,0.03,0.01,0.16
8389,Wakeboarding Unleashed Featuring Shaun Murray,Activision,2003,13,Sports,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8390,The Incredibles: Rise of the Underminer,THQ,2005,11,Action,GC,2001,4,2007,9,6,0.12,0.03,0.0,0.0,0.16
8391,Beowulf: The Game,Ubisoft,2007,9,Action,PS3,2006,1,2016,0,10,0.14,0.01,0.0,0.01,0.16
8392,Dewy's Adventure,Konami Digital Entertainment,2007,9,Platform,Wii,2006,1,2016,0,10,0.14,0.0,0.01,0.01,0.16
8393,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,Konami Digital Entertainment,1997,19,Sports,SNES,1990,7,2003,13,13,0.0,0.0,0.16,0.0,0.16
8394,The BIGS,Take-Two Interactive,2007,9,Sports,PS3,2006,1,2016,0,10,0.15,0.0,0.0,0.01,0.16
8395,Fracture,Other,2008,8,Shooter,PS3,2006,2,2016,0,10,0.11,0.04,0.0,0.02,0.16
8396,Flushed Away,D3Publisher,2006,10,Platform,GC,2001,5,2007,9,6,0.12,0.03,0.0,0.0,0.16
8397,NBA Live 08,Electronic Arts,2007,9,Sports,Wii,2006,1,2016,0,10,0.14,0.0,0.0,0.01,0.16
8398,Summon Night EX-Thesis: Yoake no Tsubasa,Other,2005,11,Role-Playing,PS2,2000,5,2013,3,13,0.0,0.0,0.16,0.0,0.16
8399,Hyperdimension Neptunia Victory,Other,2012,4,Role-Playing,PS3,2006,6,2016,0,10,0.05,0.03,0.06,0.02,0.16
8400,Pro Yaky? Spirits 3,Konami Digital Entertainment,2006,10,Sports,PS2,2000,6,2013,3,13,0.0,0.0,0.16,0.0,0.16
8401,Silent Scope 3,Konami Digital Entertainment,2002,14,Shooter,PS2,2000,2,2013,3,13,0.08,0.06,0.0,0.02,0.16
8402,NASCAR Heat 2002,Other,2002,14,Racing,GBA,2001,1,2010,6,9,0.12,0.04,0.0,0.0,0.16
8403,Marble Saga: Kororinpa,Konami Digital Entertainment,2009,7,Puzzle,Wii,2006,3,2016,0,10,0.09,0.05,0.0,0.01,0.16
8404,Namco Classic Fighter Collection,Namco Bandai Games,2008,8,Fighting,PS2,2000,8,2013,3,13,0.08,0.06,0.0,0.02,0.16
8405,International Superstar Soccer Deluxe,Konami Digital Entertainment,1995,21,Sports,SNES,1990,5,2003,13,13,0.0,0.0,0.16,0.0,0.16
8406,Family Game Night 4: The Game Show,Electronic Arts,2011,5,Misc,Wii,2006,5,2016,0,10,0.12,0.03,0.0,0.01,0.16
8407,Intellivision Lives!,Other,2003,13,Misc,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8408,Robots,Vivendi Games,2005,11,Action,GC,2001,4,2007,9,6,0.12,0.03,0.0,0.0,0.16
8409,WRC 2: FIA World Rally Championship,Ubisoft,2011,5,Racing,PS3,2006,5,2016,0,10,0.0,0.12,0.0,0.04,0.16
8410,The King of Fighters XII,Other,2009,7,Fighting,PS3,2006,3,2016,0,10,0.11,0.01,0.03,0.01,0.16
8411,Tak: Mojo Mistake,THQ,2008,8,Action,DS,2004,4,2013,3,9,0.15,0.0,0.0,0.01,0.16
8412,Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,2016,0,Action,PS3,2006,10,2016,0,10,0.04,0.1,0.0,0.03,0.16
8413,Dungeon Siege: Throne of Agony,Take-Two Interactive,2006,10,Role-Playing,PSP,2004,2,2014,2,10,0.13,0.02,0.0,0.02,0.16
8414,Rio,THQ,2011,5,Misc,DS,2004,7,2013,3,9,0.12,0.03,0.0,0.01,0.16
8415,SimEarth: The Living Planet,Other,1991,25,Simulation,SNES,1990,1,2003,13,13,0.0,0.0,0.16,0.0,0.16
8416,Finding Nemo: Escape to the Big Blue,THQ,2006,10,Action,DS,2004,2,2013,3,9,0.12,0.03,0.0,0.01,0.16
8417,Sengoku Basara: Chronicle Heroes,Capcom,2011,5,Action,PSP,2004,7,2014,2,10,0.0,0.0,0.16,0.0,0.16
8418,Grease Dance,505 Games,2011,5,Misc,X360,2005,6,2016,0,11,0.11,0.03,0.0,0.01,0.16
8419,Culdcept SAGA,Namco Bandai Games,2006,10,Role-Playing,X360,2005,1,2016,0,11,0.12,0.0,0.03,0.01,0.16
8420,The Wild Thornberrys: Chimp Chase,THQ,2001,15,Action,GBA,2001,0,2010,6,9,0.11,0.04,0.0,0.0,0.16
8421,Power Stakes,Other,1997,19,Sports,PS,1994,3,2000,16,6,0.0,0.0,0.15,0.01,0.16
8422,World Series of Poker: Tournament of Champions 2007 Edition,Activision,2006,10,Misc,X360,2005,1,2016,0,11,0.15,0.0,0.0,0.01,0.16
8423,Tom and Jerry in Fists of Furry,Ubisoft,2000,16,Fighting,N64,1996,4,2002,14,6,0.13,0.03,0.0,0.0,0.16
8424,Hydro Thunder,Midway Games,2000,16,Racing,N64,1996,4,2002,14,6,0.13,0.03,0.0,0.0,0.16
8425,Destruction Derby 64,THQ,1999,17,Racing,N64,1996,3,2002,14,6,0.13,0.03,0.0,0.0,0.16
8426,Space Invaders,Activision,1999,17,Shooter,N64,1996,3,2002,14,6,0.13,0.03,0.0,0.0,0.16
8427,Starcraft 64,Nintendo,2000,16,Strategy,N64,1996,4,2002,14,6,0.13,0.03,0.0,0.0,0.16
8428,Buck Bumble,Ubisoft,1998,18,Action,N64,1996,2,2002,14,6,0.13,0.03,0.0,0.0,0.16
8429,California Speed,Midway Games,1999,17,Misc,N64,1996,3,2002,14,6,0.13,0.03,0.0,0.0,0.16
8430,Wonder Project J2: Koruro no Mori no Josette,Other,1996,20,Simulation,N64,1996,0,2002,14,6,0.0,0.0,0.12,0.04,0.16
8431,Asteroids Hyper 64,Other,1999,17,Shooter,N64,1996,3,2002,14,6,0.13,0.03,0.0,0.0,0.16
8432,The Powerpuff Girls: Chemical X-Traction,Other,2001,15,Action,N64,1996,5,2002,14,6,0.13,0.03,0.0,0.0,0.16
8433,Fighters Destiny,Other,1998,18,Fighting,N64,1996,2,2002,14,6,0.13,0.03,0.0,0.0,0.16
8434,Jikkyou Powerful Pro Yakyuu Basic-han 2001,Konami Digital Entertainment,2001,15,Sports,N64,1996,5,2002,14,6,0.0,0.0,0.12,0.04,0.16
8435,The Crew,Ubisoft,2014,2,Racing,PC,1977,37,2016,0,39,0.0,0.15,0.0,0.01,0.16
8436,Ready 2 Rumble Revolution,Atari,2009,7,Sports,Wii,2006,3,2016,0,10,0.15,0.0,0.0,0.01,0.16
8437,Create,Electronic Arts,2010,6,Action,PS3,2006,4,2016,0,10,0.11,0.03,0.0,0.02,0.16
8438,Minna no DS Seminar: Kanpeki Kanji Ryoku,Other,2006,10,Misc,DS,2004,2,2013,3,9,0.0,0.0,0.16,0.0,0.16
8439,Macross Ace Frontier,Namco Bandai Games,2008,8,Simulation,PSP,2004,4,2014,2,10,0.0,0.0,0.16,0.0,0.16
8440,Black & Bruised,Vivendi Games,2003,13,Fighting,PS2,2000,3,2013,3,13,0.08,0.06,0.0,0.02,0.16
8441,Eragon,Vivendi Games,2006,10,Action,DS,2004,2,2013,3,9,0.13,0.02,0.0,0.01,0.16
8442,TimeShift,Vivendi Games,2007,9,Shooter,PS3,2006,1,2016,0,10,0.14,0.0,0.0,0.01,0.16
8443,.hack//G.U. Vol.2//Reminisce (jp sales),Namco Bandai Games,2006,10,Role-Playing,PS2,2000,6,2013,3,13,0.0,0.0,0.16,0.0,0.16
8444,Rapala Pro Fishing,Zoo Digital Publishing,2004,12,Sports,XB,2001,3,2009,7,8,0.12,0.03,0.0,0.01,0.16
8445,Spyro: Shadow Legacy,Vivendi Games,2005,11,Action,DS,2004,1,2013,3,9,0.14,0.01,0.0,0.01,0.16
8446,Just Dance: Disney Party,Ubisoft,2012,4,Misc,X360,2005,7,2016,0,11,0.13,0.02,0.0,0.02,0.16
8447,The Sims 3: Seasons,Electronic Arts,2012,4,Simulation,PC,1977,35,2016,0,39,0.0,0.13,0.0,0.02,0.16
8448,Our House,Other,2009,7,Strategy,DS,2004,5,2013,3,9,0.15,0.0,0.0,0.01,0.16
8449,Bakugan Battle Brawlers: Defenders of the Core,Activision,2010,6,Action,Wii,2006,4,2016,0,10,0.14,0.0,0.0,0.01,0.16
8450,Guilty Gear Xrd: Sign,Other,2014,2,Fighting,PS4,2013,1,2016,0,3,0.1,0.0,0.04,0.02,0.16
8451,Sid Meier's Pirates!,Take-Two Interactive,2010,6,Strategy,Wii,2006,4,2016,0,10,0.13,0.02,0.0,0.01,0.16
8452,Scarface: Money. Power. Respect.,Vivendi Games,2006,10,Strategy,PSP,2004,2,2014,2,10,0.15,0.0,0.0,0.01,0.16
8453,Angry Birds Star Wars,Activision,2013,3,Strategy,XOne,2013,0,2016,0,3,0.11,0.04,0.0,0.02,0.16
8454,Ghost in the Shell: Stand Alone Complex,Namco Bandai Games,2004,12,Adventure,PS2,2000,4,2013,3,13,0.08,0.06,0.0,0.02,0.16
8455,Blitz: The League,Midway Games,2006,10,Sports,X360,2005,1,2016,0,11,0.15,0.0,0.0,0.01,0.16
8456,Battle Soccer: Field no Hasha,Other,1992,24,Sports,SNES,1990,2,2003,13,13,0.0,0.0,0.16,0.0,0.16
8457,Yakuza Kiwami,Sega,2016,0,Adventure,PS4,2013,3,2016,0,3,0.0,0.0,0.16,0.0,0.16
8458,NBA 2K12,Take-Two Interactive,2011,5,Sports,PC,1977,34,2016,0,39,0.09,0.05,0.0,0.02,0.16
8459,Take A Break's: Puzzle Master,Ubisoft,2009,7,Puzzle,DS,2004,5,2013,3,9,0.0,0.15,0.0,0.01,0.16
8460,Ener-G: Dance Squad,Ubisoft,2008,8,Sports,DS,2004,4,2013,3,9,0.15,0.0,0.0,0.01,0.16
8461,Rudolph the Red-Nosed Reindeer,Other,2010,6,Action,Wii,2006,4,2016,0,10,0.15,0.0,0.0,0.01,0.16
8462,FlatOut 2,Other,2006,10,Racing,PS2,2000,6,2013,3,13,0.08,0.06,0.0,0.02,0.16
8463,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,Atari,2006,10,Fighting,PSP,2004,2,2014,2,10,0.14,0.0,0.0,0.01,0.16
8464,Despicable Me: The Game,D3Publisher,2010,6,Platform,PSP,2004,6,2014,2,10,0.05,0.08,0.0,0.03,0.16
8465,FIFA Soccer 96,Electronic Arts,1995,21,Sports,PS,1994,1,2000,16,6,0.09,0.06,0.0,0.01,0.16
8466,NCAA Final Four 2001,Sony Computer Entertainment,2000,16,Sports,PS,1994,6,2000,16,6,0.09,0.06,0.0,0.01,0.16
8467,Heroes over Europe,Ubisoft,2009,7,Simulation,PS3,2006,3,2016,0,10,0.12,0.02,0.0,0.02,0.16
8468,J-League Jikkyou Winning Eleven 2000,Konami Digital Entertainment,2000,16,Sports,PS,1994,6,2000,16,6,0.0,0.0,0.15,0.01,0.16
8469,Eve: The Lost One,Other,1998,18,Adventure,SAT,1994,4,2000,16,6,0.0,0.0,0.16,0.0,0.16
8470,TNA iMPACT!,Midway Games,2008,8,Fighting,Wii,2006,2,2016,0,10,0.14,0.01,0.0,0.01,0.16
8471,Konami Krazy Racers,Konami Digital Entertainment,2001,15,Racing,GBA,2001,0,2010,6,9,0.09,0.03,0.04,0.0,0.16
8472,BioShock The Collection,Take-Two Interactive,2016,0,Shooter,XOne,2013,3,2016,0,3,0.08,0.06,0.0,0.01,0.16
8473,Watchmen: The End is Nigh - The Complete Experience,Warner Bros. Interactive Entertainment,2009,7,Action,PS3,2006,3,2016,0,10,0.08,0.06,0.0,0.02,0.16
8474,Solitaire Overload Plus,Other,2010,6,Misc,DS,2004,6,2013,3,9,0.15,0.0,0.0,0.01,0.16
8475,Saturday Night Slam Masters,Capcom,1994,22,Fighting,SNES,1990,4,2003,13,13,0.0,0.0,0.16,0.0,0.16
8476,F-Zero: GP Legend,Nintendo,2003,13,Racing,GBA,2001,2,2010,6,9,0.11,0.04,0.0,0.0,0.16
8477,Racing Lagoon,Other,1999,17,Racing,PS,1994,5,2000,16,6,0.0,0.0,0.15,0.01,0.16
8478,Mr. Driller 2,Namco Bandai Games,2001,15,Puzzle,GBA,2001,0,2010,6,9,0.0,0.0,0.15,0.0,0.16
8479,Klonoa,Namco Bandai Games,2008,8,Platform,Wii,2006,2,2016,0,10,0.1,0.02,0.03,0.01,0.16
8480,Bulletstorm,Electronic Arts,2011,5,Shooter,PC,1977,34,2016,0,39,0.07,0.07,0.0,0.02,0.16
8481,Putty Squad,Other,2013,3,Platform,PS4,2013,0,2016,0,3,0.06,0.07,0.0,0.03,0.16
